title,artist_name,year,duration
He Will Break Your Heart,Jerry Butler,1960,167.18322
For You,Mr. Lif,2006,327.6273
Almost Us,Jim Chappell,1997,217.49506
Violence in Fluid Triceratops,Arsonists Get All The Girls,2009,240.92689
Pretty Woman (LP Version),The Paul Butterfield Blues Band,1971,228.75383
Wind Beneath My Wings,RyanDan,2007,255.76444
Salva Mea,Faithless,1995,221.98812
Black Market Hell,Aiden,2009,759.09179
Reborn (Explicit),Drowning Pool,2007,248.78975
Sueño Salvaje,Los Indios Tabajaras,1997,171.28444
Hum Drum,Terror Squad / Remy / Prospect / Armageddon,2004,251.89832
Perfect Moment,Darden Smith,2002,270.62812
I'm Real,Jennifer Lopez featuring Ja Rule,2001,263.20934
Time Travel,Klaus Badelt,2002,275.19955
Revitalise,Dub Pistols feat. TK,2009,264.82893
She Will Love You (Album Version),Aiden,2007,258.82077
Olivia,Shinehead,1999,230.71302
Silent Partner (Peace Out),Steinski,2003,52.4273
The Poet And The Pendulum,Nightwish,2007,834.66404
Firehouse Rock,Wailing Souls,1980,255.4771
Un nuevo amor (version salsa),Tranzas,2000,184.21506
Menutha,Tony Joe White,1999,252.1073
I Like Young Girls,Love Jones,1993,182.72608
Drop The Hammer,The Gone Jackals,1995,220.49914
Softcore,V'ro,2003,282.53995
Quand on est amoureux,Les Hou-Lops,1964,181.86404
Ragoo,Kings Of Leon,2007,181.13261
Tears Falling Down,Charlie Peacock,1988,180.13995
My Heart's Desire,Kane,2004,261.3024
Another World (Album Version),Richard Hell & The Voidoids,1977,494.10567
Hard Times,Eastmountainsouth,2003,225.61914
Yellow Brick Road,Jack Off Jill,1994,137.9522
Albo,Hevia,2007,280.2673
Puritania,Dimmu Borgir,2001,186.56608
Popovic,Mando Diao,2006,306.18077
The Ram And The Scorpio,Alphonse Mouzon,1977,355.21261
"Boom-Shack-A-Lack (12"" Mmix / Bonus Tra)",Junior Reid,1998,326.00771
I've Got You Under My Skin,Louis Prima And Keely Smith,1960,159.16363
Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),Dilated Peoples Featuring Capleton,2006,311.06567
Purple Pygmies,Walter Ego,1998,535.45751
Tumba Randy,Anthony Blea Y Su Charanga,2004,459.28444
This Is A Gang,CMW - Compton's Most Wanted,1992,217.62567
Little Latin Lupe Lu,Righteous Brothers,1975,130.0371
Baila Girl_ Todo Hombre Llorando Por Ti,Daddy Yankee,2003,181.34159
El Greco: Movement III,Vangelis,1998,408.00608
Party,Rodney O & Joe Cooley,2002,252.23791
Rain Down On Me,Kane,2001,395.83302
When Love Dies,Marlene Dietrich,1991,190.04036
The Phantom Of The Opera/Wishing You Were Somehow Here Again,Montserrat Caballé,1994,198.13832
Politrix,Beenie Man,2006,213.10649
Where Does Rosie Go?,Kenny Rogers,2003,135.36608
Castle of KoFW,Koordinate Of Wonders,2006,218.74893
Rock Tha Party,Bombay Rockers,2004,212.71465
Fuckaz,The Bug Featuring Spaceape,2008,327.99302
I Versus I,Seventh Star,2007,184.842
A Crow Left Of The Murder,Incubus,2004,227.73506
Wonderland,Robin Fox,2001,515.65669
Moisture,Dishwalla,1995,540.42077
Ice Cream Cone,Laurie Berkner,2001,169.37751
I Still Haven't Found What I'm Looking For,Mariano Yanani,2003,180.00934
Cry Of The Earth,Cybertribe,1998,387.97016
Goody Two Shoes,Adam Ant,1982,202.97098
Olive Oil,Happy Mondays,1987,156.682
Million Miles,Blue Rodeo,2009,543.97342
Llamado De Emergencia,Daddy Yankee,2008,239.882
Into The Mouth Of Hell We March [Explicit],Trivium,2008,352.02567
I Don't Want To Let You Go,Weezer,2009,228.44036
Check It (Explicit),Lords Of The Underground,1993,264.69832
At The Movies (1991 Digital Remaster),Bad Brains,1983,136.38485
Assis par terre,Pascal Sangla,2010,333.76608
The Possibilities of Loving You,Francis Dunnery,1991,216.37179
Green And Blue,Deep Forest,1997,294.39955
Hey Joe,Carl Smith,1993,151.24853
Antes (Salsa Version),Obie Bermudez,2003,271.25506
My God  (Audio Adrenaline Album Version),Audio Adrenaline,1992,219.11465
Down the Line,Gregory Isaacs,1979,219.402
Anywhere Anytime,Sara Melson,2008,164.12689
African Typic Collection,Sam Fan Thomas,1989,397.58322
Ace Insurance Man,Bobbie Gentry,1968,214.96118
Don't Keep Me Wondering,Buddy Miles,1997,121.02485
'Round the Wheel,DJ Harry,2001,495.90812
22 (Acoustic),Lily Allen,2009,187.24526
The Way I Am,Eminem,2000,292.25751
En Algún Rincón,Café Quijano,1999,255.39873
El Gran Señor,Los Auténticos Decadentes,1997,205.06077
Hey Joe,Roy Buchanan,1974,329.66485
Sirius Calling,Art Ensemble Of Chicago,2004,207.09832
Make The World Go Away,Ray Price,1989,125.1522
Abscondence,Sun Yan-Zi,2001,285.962
Cold Shot,Stevie Ray Vaughan And Double Trouble,1985,240.77016
Swinging On A Star,Big Dee Irwin,1990,156.02893
Circle Round The Moon,Charley Patton,1990,154.87955
You Got Me (The Juan Maclean Dub),VHS Or Beta,2006,501.13261
Ode To Billie Joe  (Live @ Fillmore West),King Curtis,2007,199.20934
Hey Joe,Carl Smith,1993,136.04526
Follow Me Up To Carlow,Planxty,1973,139.72853
Parasitic Twins,The Dillinger Escape Plan,2010,281.23383
Going Under,Devo,1981,205.50485
Train Buffer,Aesop Rock,2002,243.56526
Skit,Rakim,1997,19.12118
Dedicated,Paul Carrack,1989,324.46649
City Of Screaming Statues,At The Gates,1991,286.04036
Pathfinders,Elvenking,2004,322.55955
Monkey Junction,Weedeater,2001,269.00853
Hey Louise,Neil Diamond,1980,181.15873
Red Socks Pugie,Foals,2008,315.27138
I Want You (Album Version),Faith Hill,2005,246.09914
Ain't No Sunshine,Michael Jackson,1972,251.66322
Going Back To Memphis,Memphis Jug Band,2001,146.15465
Corcovado,Vince Guaraldi,1964,201.42975
Unholy Outburst #3,Ramesses,2005,608.7571
In Progress (Original Mix),Trentemoller,2009,368.74404
Disco Jonki,Dusminguet,1998,168.69832
Harder To Breathe,Maroon 5,2002,173.66159
Matilda Mother (Stereo) (2007 Remaster),Pink Floyd,1967,187.42812
Morning Glow,Michael Jackson,1973,217.96526
Lies,Pennywise,2005,242.33751
Supreme Girl,The Sterns,2006,151.82322
In My Bed,Amy Winehouse,2003,274.99057
Slavinka,Edgar De L'est,2002,317.28281
Boomerang (Reprise),Cirrus,2002,193.72363
Down On My Knees,Ayo,2006,244.06159
You Beat The Hell Outta Me,The Motors,1977,207.85587
Oye,Gertrudis,2005,263.47057
Cleo's Mood,James Taylor Quartet,2007,188.94322
Why Should I Cry For You,Mariano Yanani,2005,180.71465
Kickstart My Heart (Album Version),Between The Buried And Me,2006,295.28771
Bang! Bang!,The Knux,2008,200.25424
No me imagino,Fran Perea,2005,194.21995
Must Have Been The Devil,Otis Spann,1990,160.83546
Mirror (Album),Cinder,2006,167.26159
Guayabera,Johannes Linstead,2003,294.66077
Le chanteur malheureux,Claude François,1994,197.25016
Strange Days ( LP Version ),The Doors,1967,186.56608
Jack and Benton,Sean Callery,2008,212.84526
Safe Sex,Erick Sermon,1993,223.4771
Space Station Liberty,Scott Glasgow,2007,222.82404
A Part Of Me,40 Grit,2003,250.67057
Naming Ceremony,Finest Dearest,2008,299.75465
Outro,Through the Eyes of the Dead,2005,41.482
For Your Passion My Love,Aeoliah,2007,307.09506
Emit Remmus (Album Version),Red Hot Chili Peppers,1999,240.19546
Infernal Calling,Satan's Host,2006,412.1073
You've Lost That Lovin' Feelin',Fontella Bass,1992,204.35546
Moses,Patty Griffin,1996,208.32608
Towards Eternity,Old Man's Child,1998,317.12608
Taste It,Busta Rhymes,2002,226.32444
That's A Woman,Mark Wills,2003,162.37669
Back From The Garden (Live),S.U.P,2001,320.02567
I Want What I Want,Weirdos_ The,1978,161.27955
Jump N Shout Featuring Slarta John (Radio Edit),Basement Jaxx,1999,218.14812
The Rock,Abijah,2003,283.68934
Ver de Feliz,BT,2006,311.90159
Undertow,Agnostic Front,1992,179.09506
The Space Between,DAVE MATTHEWS BAND,2001,293.66812
Loose Talk,Carl Smith,1990,152.42404
Living The Dream,D:Fuse,2004,352.93995
Intro/Chamber The Cartridge,Rise Against,2006,214.88281
I Cried All The Way To The Altar,Patsy Cline,1995,148.40118
U North,James Newton Howard,2007,108.35546
Laula kanssain,Fredi,1977,243.722
Hold On Baby,Janet Jackson,1993,10.34404
Blank Eye Stare,Martriden,2006,355.94404
Valerie (LP Version),Bad Company,1986,208.87465
Everything Your Heart Desires,Daryl Hall & John Oates,1988,299.49342
Judgement Day,Dokken,2008,242.85995
Lentävä kalakukko,Esa Pakarinen,1990,202.86649
Some Lie For Love,L.A. Guns,1992,215.82322
Si Juras Regresar,Enrique Iglesias,1995,263.81016
Got The Bull By The Horns,Johnny Horton,1996,131.81342
Corner Stone,Bob Marley,1996,135.49669
Explorador,La Portuaria,2005,291.13424
Beholder of Justice (Album Version),Hatebreed (int License),2003,164.20526
Welcome Into My World,Ayo,2006,264.56771
Been Fighting Devilz,Snowgoons,2009,240.45669
Girls Against Boys (LP Version),Vitamin C,1999,256.83546
Unleashed,Warren Barfield,2006,216.81587
C'est La Vie,Marc Lavoine,1989,224.39138
Death Or Jail,Sick Of It All,2010,171.07546
Don't Make Me Wait For Love,Kenny G,1986,285.98812
The Name Is...,Fuel,1995,159.42485
I've Been Lonely (For So Long),Frederick Knight,2000,198.81751
Leader (Album Version),Phantom Planet,2008,169.84771
Stop Whispering (US Version),Radiohead,1993,250.8273
I Feel So Good,J.B. Lenoir,1995,114.62485
Gettin' Better,Tesla,1986,210.28526
You Don't Know Me,Charlie Rich,1997,268.7473
The Hero Dies in This One,The Ataris,2003,246.85669
Around And Around,The Rolling Stones,1964,183.17016
Dance_ Dance,Fall Out Boy,2008,189.80526
Below The Stars,The Field Mice,1990,335.46404
Loko,Kassav',2000,335.56853
Changed My Life,Baby Bash / Grimm,2003,231.07873
If I Talk To Him,Connie Smith,2001,146.33751
Willie And The Pig,The Grease Band,1971,254.85016
Black and Blue,Torcuato Mariano,2006,295.02649
Summer Nite,The Plasmatics,1981,286.9024
Vitrier,Olivia Ruiz,2005,252.86485
Coppershot,Bounty Killer,2001,221.70077
Chela,Sonora Carruseles,1999,220.78649
Dump,Mobb Deep featuring Nate Dogg,2004,195.65669
Rue de Nantes,Oldelaf et Monsieur D,2006,249.41669
Please Don't Lie To Me,The Fabulous Thunderbirds,1996,127.68608
Kitteldags,Finntroll,2001,125.46567
45 Pounds,Hey Colossus,2007,251.81995
Bottle It Up And Go,Big John Greer,1992,145.73669
Is It You?,Lee Ritenour,1979,274.72934
Country Day,The Tragically Hip,2009,318.87628
I Go To Work,Kool Moe Dee,1989,281.33832
El Momento,Jaguares,2001,302.8371
Poison Lips,Lord Sterling,2004,315.16689
Mikawa Miya,Novika,2006,268.90404
Soldats Ne Tirez Pas,Gerard Lenorman,1989,191.73832
Helium,Cargo Cult,2004,240.09098
Almendra,Arturo Sandoval,1997,271.43791
Walk With You,Cama,2009,183.562
Rocks Off,The Rolling Stones,1972,272.43057
Who Was I Kidding,Martha Wainwright,2005,251.16689
Unbreakable,Ms. Dynamite,2005,208.5873
Gnosis,Paul Avgerinos,2006,423.60118
Wildcat Days (1999 Digital Remaster),Bryan Ferry,1994,274.28526
Shelter Your Needs,Juliette & The Licks,2005,241.37098
Warning,Incubus,2001,291.81342
Limelighters (feat. Camp Lo) / Flunkadelic Interlude,Aesop Rock,2003,273.60608
Swing Vagabond,Quadro Nuevo,2006,272.92689
Remember Me Lover (Album Version),Porcupine Tree,2009,454.16444
Not Today,Hotwire,2003,200.33261
Transes-Dimanche,Jacques Dutronc,1968,128.33914
Não Adianta,Zeca Baleiro,2006,246.49098
No Answer (Outro),Lollipop Lust Kill,2002,211.90485
Last Good Time In Town,Eagles,2007,427.36281
Antidote For The Underdog,Less Than Jake,2008,147.48689
Hunting,Deep Forest,1992,397.76608
Dutty Wine,Tony Matterhorn,2006,183.53587
Won Threw Ate,Story Of The Year,2010,224.41751
El Amor,Jose Luis Perales,1979,253.12608
The Champ,Robben Ford,1997,312.92036
Why?,Kisha,1998,225.38404
Stay Real,Erick Sermon,1993,235.51955
When I Think Of You,Janet Jackson,1986,235.41506
Homegrown,The Pharcyde,2004,138.50077
Por Arriesgarnos,Jennifer Lopez,2007,211.80036
One Fine Day,THE CHIFFONS,1963,129.67138
Manteca,Poncho Sanchez,1987,350.27546
Zero,Papa Wemba,1992,265.76934
Wet The Club,Onyx,2002,255.50322
Crushed Pears,The Balustrade Ensemble,2007,226.76853
The World'll Be OK,Teenage Fanclub,2003,266.89261
Summer Shudder,AFI,2006,187.03628
Ulcer Breakout,Butthole Surfers,1996,154.85342
Freaks (Album Version),Soul Asylum,1986,206.75873
Monsieur qui s'engraisse,Michèle Bernard,2002,212.13995
Porque Me Gusta A Morir,Isabel Pantoja,1993,317.36118
La Mémoire Des Jours,Raphaël,2003,255.65995
Intro,Papoose,2006,46.47138
Contact 00,Plump DJs,2003,348.55138
Rette Mich Später (Michael Ilbert Radio Mix),2raumwohnung,2010,234.34404
Did You Ever Go Steady,THE CHIFFONS,1963,138.762
I'm Wanderin',Jackie Wilson,1958,160.78322
Dime Si Me Quieres,Andy & Lucas,2008,213.52444
Frei zu sein,In Extremo,2008,186.06975
Now I'm All Over The Place_ Scoob (Album Version),Frank Caliendo,2008,433.47546
Alla Fine Di Tutto Questo,Fabri Fibra,2009,267.36281
Entanglement,John Ottman,2005,79.77751
I'm Running Out Of Love,Dolly Parton,2008,125.33506
The Tube,Spectra Soul,2008,303.51628
The House Is Rockin',Stevie Ray Vaughan And Double Trouble,1994,168.30649
China Doll,Slim Whitman,2002,170.81424
Dancing Drums,Badmarsh & Shri,1997,497.13587
Bruttosozialprodukt,Geier Sturzflug,1982,186.51383
Donde Estas Corazon,Shakira,1997,399.98649
Soul Music (ReMastered),Curtis Mayfield,2006,237.60934
Unutmam,BassTurk,2008,259.05587
Lonesome To The Bone,Johnny Cash,1974,162.29832
Hope  (Edited Album Version),Twista Featuring Cee-Lo,2004,272.50893
The Ghost At #1,Jellyfish,2006,216.60689
Alte Pizza,Der Plan,1988,153.59955
Ring The Alarm,Beyoncé,2006,161.38404
Seek 300,Information Society,1997,288.62649
The Chosen Legacy,Dimmu Borgir,2007,259.02975
Drifting,David Arkenstone,2009,272.74404
Fast-Track,Radiohead,2001,197.45914
People Make The World,The Box Tops,1967,148.61016
House of Love,Steel Pulse,1997,261.35465
Nie mehr heim,Kapelle Herrenweide,2009,270.62812
Per Colpa Tua,Noemi,2010,226.37669
Are You Putting Me On The Shelf,Don & Juan,1995,136.04526
Hunter And The Hunted (Live),Simple Minds,1983,352.44363
100%,Cocoa Tea,1992,228.96281
Mango Del Monte,Tito Rodriguez,2001,176.5873
Get Moose and Squirrel,Virgil Moorefield,1995,155.8722
Future Traffic Song,Ashtrax,2002,278.36036
Tomara (I Wish),Flora Purim,1994,242.83383
Compromise,The Berzerker,2002,163.81342
My Prerogative,Britney Spears,2004,213.18485
Laquelle Des Deux Est La Plus Snob,Jacques Dutronc,1969,152.76363
Cancion De Amor,2 Minutos,1999,124.39465
Dungeon Master,EPMD / Nocturnal,1997,204.5122
Near My Soul,The Sonics,1996,164.362
Walking Through the Ghetto,Sugar Minott,1979,186.8273
Something 'Bout Love,Lisa Lisa & Cult Jam,1997,302.75873
Between Love & Hate,The Strokes,2003,191.29424
Easy or Not (Album Version),To My Surprise,2003,175.22893
Genesis,Busta Rhymes,2001,231.60118
Engine Skull,Cancer Bats,2009,159.29424
We Will Stand,Russ Taff,1998,343.37914
Descontrol,Daddy Yankee,2010,172.90404
How Old Are You,Loudon Wainwright III,1994,128.15628
You Gotta Move,Mississippi Fred McDowell,1999,226.37669
I Could Be Dreaming,Belle and Sebastian,1996,226.92526
Slap U Around,GWAR,1994,159.68608
Now And Forever,Call To Preserve,2006,165.82485
Make It Funky (Album Version),Information Society,1988,68.362
La Mamá De Jimmy,León Gieco,1999,218.5922
Another Love Song,Warrior King,2005,204.38159
It Won't Be Long Now,Frank Stokes,2005,188.89098
Plus chère la vie,Les Malpolis,2009,298.89261
Cabiria,Hot Club Of Cowtown,2009,203.96363
124,Photek,1997,421.19791
When A Man Loves A Woman,Alexander O'Neal,2008,183.11791
Carrie's Theme,John Frizzell,2009,100.75383
Black Night,Halfway to Gone,2004,210.07628
Cry Like An Angel,Shawn Colvin,1989,290.11546
Always,RyanDan,2007,235.12771
Morning,Poncho Sanchez / Dianne Reeves,1999,355.05587
Bing,The Jason Bonham Band,1992,290.19383
Signapur,In Extremo,2005,233.74322
Head For Backstage Pass,Jeff Beck,1976,163.83955
Posterchild for Tragedy,Sugarbomb,2001,260.93669
Matter Of Fact,Love Jones,1993,384.13016
Santa Claus Is Coming To Town,Skeeter Davis,1999,153.96526
Let's Plan A Robbery,Three 6 Mafia,2005,213.60281
Juneau [Live],Funeral For A Friend,2007,251.21914
Wildflowers (Album Version),Tom Petty,1994,190.32771
Everyday,Bebe Winans / Stephanie Mills,2000,324.93669
Chant For Eschaton 2000,Behemoth,1999,321.48853
Better Be Good,The Real Kids,1976,252.26404
Come To Me Tonight,Daniel Johnston,1998,115.35628
Deliverance,Sick Puppies,2006,190.9024
Taste You,Auf Der Maur,2004,277.89016
Caught In The Rain,Martin Sexton,1996,277.39383
Carol,Flamin' Groovies,1999,195.39546
Tú,Shakira,1998,214.12526
Plastic Dreams,Jaydee,1992,265.84771
Dicen Por Ahi,Enrique Iglesias,1998,229.0673
Babylon,Judas Iscariot,1995,393.89995
Du Verstehst Mich Nicht,Andreas Dorau,2005,267.36281
Soul Simplicity,Soulwax,1996,274.78159
Mary Had A Little Boy (Maestro Mix),SNAP!,1996,327.78404
Dream Of Ice,Dave Eggar,1998,224.73098
Livin' On The Edge,Aerosmith,1993,324.07465
Put It Off Until Tomorrow,Mae West,2006,150.49098
REALIZATION: REMORSE,This Is Hell,2008,106.39628
Ill Always Love You,The Tokens,1994,149.34159
The Strongest Wind That Blows,Shriekback,2005,286.06649
Easy Life (Live),Cockney Rejects,1997,176.01261
Allez_ Glissez!,Quadro Nuevo,2002,215.30077
Principe Nino - Original,Orquesta Broadway,1981,421.35465
Touch The Sky,Kanye West / Lupe Fiasco,2010,236.72118
Bad Creation,Vivian,2007,227.76118
A Whiter Shade Of Pale,Annie Lennox,1995,316.76036
All Of This,Blink-182,2003,280.00608
Chanson sous la pluie,Michèle Bernard,2002,192.67873
No Mercy Remix (Cade Money Remix),The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,2007,239.33342
Oi! Oi! Oi!,Cockney Rejects,1997,204.93016
Saturday Night's Alright (For Fighting),Nickelback featuring Kid Rock,2003,223.99955
Mai,Loudermilk,2002,272.03873
Miina ja Mikko markkinoilla,Esa Pakarinen,1990,119.27465
The One Piece Puzzle,SKYCLAD,1994,361.24689
What I've Got In Mind,Billie Jo Spears,1976,175.20281
Aziatic (Outro),AZ,2002,60.21179
Inoculated City,The Clash,1982,130.63791
Voici Les Clés,Gerard Lenorman,1999,227.39546
Yo Odeconer,Kékélé,2006,309.49832
The Other Side,Super700,2009,47.28118
Make This Love Last,Wendy Moten,1992,230.37342
Problem Inna the System,Black History,2001,251.402
Onni,Irwin Goodman,1978,231.47057
Starlight,Snowgoons,2008,232.75057
Jaan - Interlude,Rishi Rich,2006,45.45261
I Surrender All,Clay Crosse,1998,286.74567
Zanzibar,Lizzy Borden,2000,386.66404
White Light,Gorillaz,2005,128.41751
1000 Good Intentions,Rise Against,2001,187.66322
Everything I Need,All Girl Summer Fun Band,2008,212.84526
Gedroomd,Hef feat. Big2 & Dio,2009,219.29751
All The Things You Are,Eliane Elias,1995,201.22077
Tennessee Blues (Album Version),Geoff Muldaur,2008,217.88689
Haunted House,Gene Simmons,1987,155.11465
Nature's Disappearing,John Mayall & The Bluesbreakers,2010,292.91057
Raise Your Hand,Janis Joplin,1988,137.79546
Spain,Neviss,2003,169.66485
Da Funk,Daft Punk,1995,329.53424
Lost In The Future,Sneaky Sound System,2008,225.82812
